37.787,-122.432333333,NE-06-02
37.787,-122.426,NE-06-03
37.787,-122.419666667,NE-06-04
37.787,-122.413333333,NE-06-05
37.787,-122.407,NE-06-06
37.787,-122.400666667,NE-06-07
37.787,-122.394333333,NE-06-08
37.787,-122.388,NE-06-09
37.793,-122.445,NE-07-00
37.793,-122.438666667,NE-07-01
37.793,-122.432333333,NE-07-02
37.793,-122.426,NE-07-03
37.793,-122.419666667,NE-07-04
37.793,-122.413333333,NE-07-05
37.793,-122.407,NE-07-06
37.793,-122.400666667,NE-07-07
37.793,-122.394333333,NE-07-08
37.799,-122.445,NE-08-00
37.799,-122.438666667,NE-08-01
37.799,-122.432333333,NE-08-02
37.799,-122.426,NE-08-03
37.799,-122.419666667,NE-08-04
37.799,-122.413333333,NE-08-05
37.799,-122.407,NE-08-06
37.799,-122.400666667,NE-08-07
37.805,-122.445,NE-09-00
37.805,-122.438666667,NE-09-01
37.805,-122.432333333,NE-09-02
37.805,-122.426,NE-09-03
37.805,-122.419666667,NE-09-04
37.805,-122.413333333,NE-09-05
37.805,-122.407,NE-09-06
37.772,-122.423,DT-00-00
37.772,-122.4166,DT-00-01
37.772,-122.4102,DT-00-02
37.772,-122.4038,DT-00-03
37.772,-122.3974,DT-00-04
37.772,-122.391,DT-00-05
37.7782,-122.423,DT-01-00
37.7782,-122.4166,DT-01-01
37.7782,-122.4102,DT-01-02
37.7782,-122.4038,DT-01-03
37.7782,-122.3974,DT-01-04
37.7782,-122.391,DT-01-05
37.7844,-122.423,DT-02-00
37.7844,-122.4166,DT-02-01
37.7844,-122.4102,DT-02-02
37.7844,-122.4038,DT-02-03
37.7844,-122.3974,DT-02-04
37.7844,-122.391,DT-02-05
37.7906,-122.423,DT-03-00
37.7906,-122.4166,DT-03-01
37.7906,-122.4102,DT-03-02
37.7906,-122.4038,DT-03-03
37.7906,-122.3974,DT-03-04
37.7906,-122.391,DT-03-05
37.7968,-122.423,DT-04-00
37.7968,-122.4166,DT-04-01
37.7968,-122.4102,DT-04-02
37.7968,-122.4038,DT-04-03
37.7968,-122.3974,DT-04-04
37.803,-122.423,DT-05-00
37.803,-122.4166,DT-05-01
37.803,-122.4102,DT-05-02
37.803,-122.4038,DT-05-03
37.81,-122.367,IL-00-00
37.823,-122.367,IL-01-00
